qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
1085,68,24,5,20,13,1:45.564,1:46.172,NoData
1086,68,17,3,9,14,1:48.560,1:46.413,NoData
1087,68,3,3,10,15,1:47.535,1:47.419,NoData
1088,68,23,7,7,16,1:48.894,NoData,NoData
1089,68,15,7,8,17,1:49.098,NoData,NoData
1090,68,33,14,18,18,1:49.903,NoData,NoData
1091,68,29,8,23,19,1:55.560,NoData,NoData
1092,68,13,6,6,20,1:47.231,1:45.970,NoData
1093,68,11,8,22,21,1:50.326,NoData,NoData
1094,68,27,14,19,22,1:49.542,NoData,NoData
1095,69,13,6,6,1,1:30.112,1:29.830,1:29.599
1096,69,30,6,5,2,1:31.279,1:28.954,1:29.711
1097,69,23,7,7,3,1:30.595,1:30.299,1:29.989
1098,69,15,7,8,4,1:30.420,1:30.204,1:30.039
1099,69,4,4,1,5,1:30.976,1:30.357,1:30.371
1100,69,21,4,2,6,1:31.696,1:30.306,1:30.599
1101,69,18,11,12,7,1:30.847,1:30.268,1:30.992
1102,69,22,11,11,8,1:31.972,1:30.598,1:31.478
1103,69,2,2,16,9,1:31.811,1:30.470,1:31.513
1104,69,3,3,10,10,1:30.585,1:30.321,1:31.856
1105,69,8,1,3,11,1:32.080,1:30.827,NoData
1106,69,9,2,17,12,1:31.204,1:31.094,NoData
1107,69,37,1,4,13,1:31.581,1:31.254,NoData
1108,69,17,3,9,14,1:31.647,1:31.276,NoData
1109,69,24,5,20,15,1:31.741,1:31.943,NoData
1110,69,27,14,19,16,1:32.221,1:33.750,NoData
1111,69,14,9,14,17,1:32.252,NoData,NoData
1112,69,38,9,15,18,1:32.402,NoData,NoData
1113,69,26,5,21,19,1:32.867,NoData,NoData
1114,69,11,8,22,20,1:33.666,NoData,NoData
1115,69,33,14,18,21,1:33.709,NoData,NoData
1116,69,29,8,23,22,NoData,NoData,NoData
1117,70,13,6,6,1,1:10.643,1:10.775,1:10.680
1118,70,8,1,3,2,1:12.035,1:11.386,1:11.299
1119,70,15,7,8,3,1:11.885,1:11.343,1:11.328
1120,70,4,4,1,4,1:11.791,1:11.148,1:11.567
1121,70,22,11,11,5,1:12.017,1:11.578,1:11.619
1122,70,21,4,2,6,1:12.042,1:11.461,1:11.629
1123,70,23,7,7,7,1:11.713,1:11.550,1:11.695
1124,70,2,2,16,8,1:12.307,1:11.648,1:11.882
1125,70,9,2,17,9,1:12.040,1:11.589,1:12.131
1126,70,30,6,5,10,1:11.565,1:10.313,NoData
1127,70,17,3,9,11,1:11.973,1:11.650,NoData
1128,70,37,1,4,12,1:11.825,1:11.658,NoData
1129,70,3,3,10,13,1:11.974,1:11.679,NoData
1130,70,18,11,12,14,1:12.085,1:11.742,NoData
1131,70,38,9,15,15,1:12.530,1:12.591,NoData
1132,70,24,5,20,16,1:12.855,1:12.861,NoData
1133,70,26,5,21,17,1:12.856,NoData,NoData
1134,70,27,14,19,18,1:13.138,NoData,NoData
1135,70,14,9,14,19,1:13.249,NoData,NoData
1136,70,11,8,22,20,1:13.269,NoData,NoData
1137,70,29,8,23,21,1:13.357,NoData,NoData
1138,70,33,14,18,22,NoData,NoData,NoData
1139,77,2,3,8,1,1:30.081,NoData,NoData
1140,77,8,1,9,2,1:30.197,NoData,NoData
1141,77,17,3,7,3,1:30.368,NoData,NoData
1142,77,15,7,16,4,1:30.700,NoData,NoData
1143,77,31,1,10,5,1:30.890,NoData,NoData
1144,77,4,4,5,6,1:31.056,NoData,NoData
1145,77,22,6,2,7,1:31.249,NoData,NoData
1146,77,23,7,17,8,1:31.392,NoData,NoData
1147,77,21,4,6,9,1:31.566,NoData,NoData
1148,77,30,6,1,10,1:31.585,NoData,NoData
1149,77,13,15,12,11,1:32.205,NoData,NoData
1150,77,14,9,14,12,1:32.553,NoData,NoData
1151,77,18,16,3,13,1:32.594,NoData,NoData
1152,77,24,9,15,14,1:32.642,NoData,NoData
1153,77,35,15,11,15,1:32.891,NoData,NoData
1154,77,11,16,4,16,1:32.926,NoData,NoData
1155,77,33,17,18,17,1:35.047,NoData,NoData
1156,77,40,18,20,18,1:35.954,NoData,NoData
1157,77,39,17,19,19,1:36.192,NoData,NoData
1158,77,27,18,21,20,1:36.239,NoData,NoData
1159,78,18,16,3,1,1:15.217,NoData,NoData
1160,78,30,6,1,2,1:15.475,NoData,NoData
1161,78,4,4,5,3,1:15.561,NoData,NoData
1162,78,21,4,6,4,1:15.577,NoData,NoData
1163,78,31,1,10,5,1:15.669,NoData,NoData
1164,78,11,16,4,6,1:15.729,NoData,NoData
1165,78,8,1,9,7,1:15.923,NoData,NoData
1166,78,35,15,11,8,1:16.116,NoData,NoData
1167,78,15,7,16,9,1:16.201,NoData,NoData
1168,78,23,7,17,10,1:16.362,NoData,NoData
1169,78,13,15,12,11,1:16.661,NoData,NoData
1170,78,14,9,14,12,1:16.890,NoData,NoData
1171,78,2,3,8,13,1:17.081,NoData,NoData
1172,78,17,3,7,14,1:17.749,NoData,NoData
1173,78,27,18,21,15,1:18.214,NoData,NoData
1174,78,32,9,15,16,1:18.249,NoData,NoData
1175,78,39,17,19,17,1:18.664,NoData,NoData
1176,78,33,17,18,18,1:19.034,NoData,NoData
1177,78,40,18,20,19,1:19.574,NoData,NoData
1178,78,22,6,2,20,NoData,NoData,NoData
1179,79,15,7,16,1,1:10.625,NoData,NoData
1180,79,8,1,9,2,1:10.694,NoData,NoData
1181,79,18,16,3,3,1:11.277,NoData,NoData
1182,79,21,4,6,4,1:11.290,NoData,NoData
1183,79,30,6,1,5,1:11.369,NoData,NoData
1184,79,4,4,5,6,1:11.380,NoData,NoData
1185,79,22,6,2,7,1:11.431,NoData,NoData
1186,79,11,16,4,8,1:11.497,NoData,NoData
1187,79,17,3,7,9,1:11.527,NoData,NoData
1188,79,13,15,12,10,1:11.555,NoData,NoData
1189,79,31,1,10,11,1:11.681,NoData,NoData
1190,79,35,15,11,12,1:11.691,NoData,NoData
1191,79,41,7,17,13,1:11.754,NoData,NoData
1192,79,32,9,15,14,1:12.132,NoData,NoData
1193,79,2,3,8,15,1:12.430,NoData,NoData
1194,79,14,9,14,16,1:12.682,NoData,NoData
1195,79,33,17,18,17,1:13.462,NoData,NoData
1196,79,27,18,21,18,1:13.632,NoData,NoData
1197,79,39,17,19,19,1:13.776,NoData,NoData
1198,79,40,18,20,20,1:14.494,NoData,NoData
1199,80,4,4,5,1,1:14.412,NoData,NoData
1200,80,15,7,16,2,1:14.521,NoData,NoData
1201,80,8,1,9,3,1:14.559,NoData,NoData
1202,80,30,6,1,4,1:14.572,NoData,NoData
1203,80,11,16,4,5,1:14.655,NoData,NoData
1204,80,22,6,2,6,1:14.832,NoData,NoData
1205,80,21,4,6,7,1:14.887,NoData,NoData
1206,80,18,16,3,8,1:15.051,NoData,NoData
1207,80,31,1,10,9,1:15.406,NoData,NoData
1208,80,13,15,12,10,1:15.566,NoData,NoData
1209,80,35,15,11,11,1:15.699,NoData,NoData
1210,80,23,7,17,12,1:15.771,NoData,NoData
1211,80,17,3,7,13,1:15.885,NoData,NoData
1212,80,2,3,8,14,1:16.207,NoData,NoData
1213,80,14,9,14,15,1:16.434,NoData,NoData
1214,80,32,9,15,16,1:16.547,NoData,NoData
1215,80,39,17,19,17,1:17.857,NoData,NoData
1216,80,40,18,20,18,1:17.960,NoData,NoData
1217,80,33,17,18,19,1:18.047,NoData,NoData
1218,80,27,18,21,20,1:18.335,NoData,NoData
1219,81,4,4,5,1,1:19.905,NoData,NoData
1220,81,8,1,9,2,1:19.932,NoData,NoData
1221,81,18,16,3,3,1:20.207,NoData,NoData
1222,81,31,1,10,4,1:20.382,NoData,NoData
1223,81,15,7,16,5,1:20.459,NoData,NoData
1224,81,22,6,2,6,1:20.906,NoData,NoData
1225,81,21,4,6,7,1:21.010,NoData,NoData
1226,81,11,16,4,8,1:21.114,NoData,NoData
1227,81,23,7,17,9,1:21.191,NoData,NoData
1228,81,30,6,1,10,1:21.275,NoData,NoData
1229,81,35,15,11,11,1:21.352,NoData,NoData
1230,81,17,3,7,12,1:21.997,NoData,NoData
1231,81,14,9,14,13,1:22.108,NoData,NoData
1232,81,2,3,8,14,1:22.117,NoData,NoData
1233,81,32,9,15,15,1:22.207,NoData,NoData
1234,81,13,15,12,16,1:22.495,NoData,NoData
1235,81,39,17,19,17,1:23.583,NoData,NoData
1236,81,27,18,21,18,1:24.576,NoData,NoData
1237,81,40,18,20,19,1:25.566,NoData,NoData
1238,81,33,17,18,20,NoData,NoData,NoData
1239,82,8,1,9,1,1:14.320,NoData,NoData
1240,82,18,16,3,2,1:14.759,NoData,NoData
1241,82,4,4,5,3,1:14.904,NoData,NoData
1242,82,21,4,6,4,1:14.927,NoData,NoData
1243,82,30,6,1,5,1:15.006,NoData,NoData
1244,82,17,3,7,6,1:15.070,NoData,NoData
1245,82,2,3,8,7,1:15.403,NoData,NoData
1246,82,11,16,4,8,1:15.501,NoData,NoData
1247,82,15,7,16,9,1:15.532,NoData,NoData
1248,82,32,9,15,10,1:15.635,NoData,NoData
1249,82,14,9,14,11,1:15.679,NoData,NoData
1250,82,23,7,17,12,1:15.689,NoData,NoData
1251,82,13,15,12,13,1:16.009,NoData,NoData
1252,82,35,15,11,14,1:16.012,NoData,NoData
1253,82,22,6,2,15,1:16.230,NoData,NoData
1254,82,27,18,21,16,1:17.519,NoData,NoData
1255,82,38,18,20,17,1:18.313,NoData,NoData
1256,82,33,17,18,18,1:18.599,NoData,NoData
1257,82,31,1,10,19,NoData,NoData,NoData
1258,82,39,17,19,20,NoData,NoData,NoData
1259,83,30,6,1,1,1:19.882,NoData,NoData
1260,83,31,1,10,2,1:20.779,NoData,NoData
1261,83,15,7,16,3,1:20.839,NoData,NoData
1262,83,8,1,9,4,1:20.891,NoData,NoData
1263,83,23,7,17,5,1:20.964,NoData,NoData
1264,83,4,4,5,6,1:21.141,NoData,NoData
1265,83,22,6,2,7,1:21.158,NoData,NoData
1266,83,18,16,3,8,1:21.302,NoData,NoData
1267,83,21,4,6,9,1:21.333,NoData,NoData
1268,83,11,16,4,10,1:21.787,NoData,NoData
1269,83,32,9,15,11,1:21.937,NoData,NoData
1270,83,2,3,8,12,1:22.086,NoData,NoData
1271,83,14,9,14,13,1:22.279,NoData,NoData
1272,83,13,15,12,14,1:22.565,NoData,NoData
1273,83,35,15,11,15,1:22.866,NoData,NoData
1274,83,17,3,7,16,1:23.495,NoData,NoData
1275,83,27,18,21,17,1:24.443,NoData,NoData
1276,83,39,17,19,18,1:25.057,NoData,NoData
1277,83,38,18,20,19,1:25.484,NoData,NoData
1278,83,33,17,18,20,NoData,NoData,NoData
1279,84,8,1,9,1,1:26.797,NoData,NoData
1280,84,21,4,6,2,1:27.039,NoData,NoData
1281,84,4,4,5,3,1:27.050,NoData,NoData
1282,84,31,1,10,4,1:27.352,NoData,NoData
1283,84,15,7,16,5,1:27.501,NoData,NoData
1284,84,2,3,8,6,1:27.929,NoData,NoData
1285,84,17,3,7,7,1:27.944,NoData,NoData
1286,84,13,15,12,8,1:28.419,NoData,NoData
1287,84,23,7,17,9,1:28.594,NoData,NoData
1288,84,32,9,15,10,1:28.963,NoData,NoData
1289,84,22,6,2,11,1:29.369,NoData,NoData
1290,84,14,9,14,12,1:29.764,NoData,NoData
1291,84,18,16,3,13,1:30.063,NoData,NoData
1292,84,11,16,4,14,1:30.175,NoData,NoData
1293,84,33,17,18,15,1:30.710,NoData,NoData
1294,84,27,18,21,16,1:32.186,NoData,NoData
1295,84,38,18,20,17,NoData,NoData,NoData
1296,84,35,15,11,18,NoData,NoData,NoData
1297,84,39,17,19,19,NoData,NoData,NoData
1298,84,30,6,1,20,NoData,NoData,NoData
1299,85,8,1,9,1,1:20.878,NoData,NoData
1300,85,31,1,10,2,1:21.054,NoData,NoData
1301,85,4,4,5,3,1:21.319,NoData,NoData
1302,85,18,16,3,4,1:21.369,NoData,NoData
1303,85,11,16,4,5,1:21.477,NoData,NoData
1304,85,15,7,16,6,1:21.640,NoData,NoData
1305,85,30,6,1,7,1:21.721,NoData,NoData
1306,85,22,6,2,8,1:21.962,NoData,NoData
1307,85,21,4,6,9,1:22.068,NoData,NoData
1308,85,23,7,17,10,1:22.266,NoData,NoData
1309,85,14,9,14,11,1:22.304,NoData,NoData
1310,85,35,15,11,12,1:22.356,NoData,NoData
1311,85,32,9,15,13,1:22.532,NoData,NoData
1312,85,17,3,7,14,1:22.560,NoData,NoData
1313,85,13,15,12,15,1:23.060,NoData,NoData
1314,85,42,3,8,16,1:23.291,NoData,NoData
1315,85,33,17,18,17,1:24.666,NoData,NoData
1316,85,38,18,20,18,1:24.904,NoData,NoData
1317,85,39,17,19,19,1:25.859,NoData,NoData
1318,85,27,18,21,20,1:26.964,NoData,NoData
1319,86,31,1,10,1,1:46.391,NoData,NoData
1320,86,8,1,9,2,1:46.440,NoData,NoData
1321,86,21,4,6,3,1:46.497,NoData,NoData
1322,86,15,7,16,4,1:46.596,NoData,NoData
1323,86,4,4,5,5,1:46.760,NoData,NoData
1324,86,23,7,17,6,1:47.401,NoData,NoData
1325,86,30,6,1,7,1:47.476,NoData,NoData
1326,86,13,15,12,8,1:47.867,NoData,NoData
1327,86,18,16,3,9,1:47.978,NoData,NoData
1328,86,17,3,7,10,1:48.071,NoData,NoData
1329,86,11,16,4,11,1:48.353,NoData,NoData
1330,86,14,9,14,12,1:48.508,NoData,NoData
1331,86,22,6,2,13,1:48.550,NoData,NoData
1332,86,35,15,11,14,1:48.889,NoData,NoData
1333,86,42,3,8,15,1:48.898,NoData,NoData
1334,86,32,9,15,16,1:48.994,NoData,NoData
1335,86,38,18,20,17,1:49.779,NoData,NoData
1336,86,27,18,21,18,1:49.842,NoData,NoData
1337,86,33,17,18,19,1:51.498,NoData,NoData
1338,86,39,17,19,20,1:51.675,NoData,NoData
1339,87,4,4,5,1,1:11.988,NoData,NoData
1340,87,31,1,10,2,1:12.145,NoData,NoData
1341,87,21,4,6,3,1:12.558,NoData,NoData
1342,87,18,16,3,4,1:12.696,NoData,NoData
1343,87,8,1,9,5,1:12.781,NoData,NoData
1344,87,32,9,15,6,1:12.889,NoData,NoData
1345,87,30,6,1,7,1:12.976,NoData,NoData
1346,87,15,7,16,8,1:13.041,NoData,NoData
1347,87,13,15,12,9,1:13.151,NoData,NoData
1348,87,22,6,2,10,1:13.183,NoData,NoData
1349,87,23,7,17,11,1:13.285,NoData,NoData
1350,87,35,15,11,12,1:13.372,NoData,NoData
1351,87,33,17,18,13,1:13.387,NoData,NoData
1352,87,17,3,7,14,1:13.538,NoData,NoData
1353,87,42,3,8,15,1:13.581,NoData,NoData
1354,87,14,9,14,16,1:13.844,NoData,NoData
1355,87,39,17,19,17,1:14.520,NoData,NoData
1356,87,27,18,21,18,1:14.763,NoData,NoData
1357,87,11,16,4,19,NoData,NoData,NoData
1358,87,38,18,20,20,NoData,NoData,NoData
1359,88,23,7,17,1,1:46.106,NoData,NoData
1360,88,18,16,3,2,1:46.141,NoData,NoData
1361,88,21,4,6,3,1:46.276,NoData,NoData
1362,88,32,9,15,4,1:46.464,NoData,NoData
1363,88,11,16,4,5,1:46.841,NoData,NoData
1364,88,14,9,14,6,1:46.892,NoData,NoData
1365,88,17,3,7,7,1:47.233,NoData,NoData
1366,88,35,15,11,8,1:47.440,NoData,NoData
1367,88,22,6,2,9,1:48.248,NoData,NoData
1368,88,13,15,12,10,1:48.278,NoData,NoData
1369,88,39,17,19,11,1:48.718,NoData,NoData
1370,88,42,3,8,12,1:48.898,NoData,NoData
1371,88,27,18,21,13,1:50.843,NoData,NoData
1372,88,30,6,1,14,1:52.676,NoData,NoData
1373,88,38,18,20,15,1:52.894,NoData,NoData
1374,88,4,4,5,16,1:54.667,NoData,NoData
1375,88,8,1,9,17,2:02.309,NoData,NoData
1376,88,31,1,10,18,NoData,NoData,NoData
1377,88,15,7,16,19,NoData,NoData,NoData
1378,88,33,17,18,20,NoData,NoData,NoData
1379,89,4,4,5,1,1:34.080,NoData,NoData
1380,89,21,4,6,2,1:34.401,NoData,NoData
1381,89,8,1,9,3,1:34.488,NoData,NoData
1382,89,18,16,3,4,1:34.801,NoData,NoData
1383,89,31,1,10,5,1:35.188,NoData,NoData
1384,89,30,6,1,6,1:35.301,NoData,NoData
1385,89,14,9,14,7,1:35.428,NoData,NoData
1386,89,22,6,2,8,1:35.610,NoData,NoData
1387,89,23,7,17,9,1:35.723,NoData,NoData
1388,89,17,3,7,10,1:35.739,NoData,NoData
1389,89,13,15,12,11,1:35.898,NoData,NoData
1390,89,15,7,16,12,1:36.044,NoData,NoData
1391,89,42,3,8,13,1:36.445,NoData,NoData
1392,89,32,9,15,14,1:36.472,NoData,NoData
1393,89,39,17,19,15,1:36.707,NoData,NoData
1394,89,35,15,11,16,1:36.788,NoData,NoData
1395,89,11,16,4,17,1:37.083,NoData,NoData
1396,89,27,18,21,18,1:39.105,NoData,NoData
1397,89,33,17,18,19,1:39.233,NoData,NoData
1398,89,38,18,20,20,1:39.460,NoData,NoData
1399,104,22,6,2,1,1:20.089,NoData,NoData
1400,104,31,3,3,2,1:20.620,NoData,NoData
1401,104,30,6,1,3,1:20.637,NoData,NoData
1402,104,4,4,8,4,1:20.645,NoData,NoData
1403,104,11,16,10,5,1:20.715,NoData,NoData
1404,104,18,16,9,6,1:20.786,NoData,NoData
1405,104,8,1,6,7,1:20.877,NoData,NoData
1406,104,42,3,4,8,1:20.888,NoData,NoData
1407,104,15,4,7,9,1:21.027,NoData,NoData
1408,104,14,1,5,10,1:21.049,NoData,NoData
1409,104,41,7,16,11,1:21.520,NoData,NoData
1410,104,17,19,14,12,1:21.602,NoData,NoData
1411,104,44,7,17,13,1:21.841,NoData,NoData
1412,104,32,19,15,14,1:21.989,NoData,NoData
1413,104,21,15,11,15,1:22.239,NoData,NoData
1414,104,13,15,12,16,1:22.287,NoData,NoData
1415,104,2,17,18,17,1:22.301,NoData,NoData
1416,104,45,17,19,18,1:23.239,NoData,NoData
1417,104,47,18,20,19,1:24.808,NoData,NoData
1418,104,46,18,21,20,1:24.910,NoData,NoData
1419,109,4,4,8,1,1:37.044,NoData,NoData
1420,109,15,4,7,2,1:37.217,NoData,NoData
1421,109,30,6,1,3,1:37.393,NoData,NoData
1422,109,14,1,5,4,1:37.454,NoData,NoData
1423,109,22,6,2,5,1:37.579,NoData,NoData
1424,109,2,15,9,6,1:37.766,NoData,NoData
1425,109,8,1,6,7,1:37.858,NoData,NoData
1426,109,31,3,3,8,1:37.974,NoData,NoData
1427,109,18,16,17,9,1:38.073,NoData,NoData
1428,109,44,7,20,10,1:38.094,NoData,NoData
1429,109,43,7,21,11,1:38.097,NoData,NoData
1430,109,35,16,16,12,1:38.289,NoData,NoData
1431,109,49,15,10,13,1:38.291,NoData,NoData
1432,109,21,17,11,14,1:38.416,NoData,NoData
1433,109,42,19,15,15,1:38.516,NoData,NoData
1434,109,17,19,14,16,1:38.624,NoData,NoData
1435,109,23,3,4,17,1:38.789,NoData,NoData
1436,109,50,18,19,18,1:40.417,NoData,NoData
1437,109,51,18,18,19,1:40.599,NoData,NoData
1438,109,52,17,12,20,1:40.910,NoData,NoData
1439,125,30,6,1,1,1:35.266,NoData,NoData
1440,125,31,3,6,2,1:35.497,NoData,NoData
1441,125,22,6,2,3,1:35.891,NoData,NoData
1442,125,23,3,3,4,1:36.028,NoData,NoData
1443,125,8,1,4,5,1:36.468,NoData,NoData
1444,125,14,1,3,6,1:36.477,NoData,NoData
1445,125,2,15,7,7,1:37.199,NoData,NoData
1446,125,18,4,15,8,1:37.245,NoData,NoData
1447,125,21,17,9,9,1:37.536,NoData,NoData
1448,125,63,7,24,10,1:37.694,NoData,NoData
1449,125,49,21,20,11,1:37.919,NoData,NoData
1450,125,15,4,14,12,1:37.920,NoData,NoData
1451,125,35,16,11,13,1:38.039,NoData,NoData
1452,125,13,15,8,14,1:38.057,NoData,NoData
1453,125,11,17,10,15,1:38.141,NoData,NoData
1454,125,59,21,21,16,1:38.284,NoData,NoData
1455,125,37,19,17,17,1:38.374,NoData,NoData
1456,125,44,16,12,18,1:38.390,NoData,NoData
1457,125,66,7,25,19,1:38.959,NoData,NoData
1458,125,56,19,16,20,1:39.121,NoData,NoData
1459,125,17,18,23,21,1:39.454,NoData,NoData
1460,125,62,18,22,22,1:40.158,NoData,NoData
1461,140,30,6,1,1,1:31.317,NoData,NoData
1462,140,22,6,2,2,1:31.749,NoData,NoData
1463,140,14,1,3,3,1:32.088,NoData,NoData
1464,140,8,1,4,4,1:32.197,NoData,NoData
1465,140,23,3,5,5,1:32.444,NoData,NoData
1466,140,31,3,6,6,1:32.507,NoData,NoData
1467,140,11,17,10,7,1:33.090,NoData,NoData
1468,140,21,17,9,8,1:33.276,NoData,NoData
1469,140,35,16,11,9,1:33.349,NoData,NoData
1470,140,18,4,15,10,1:33.429,NoData,NoData
1471,140,15,4,14,11,1:33.547,NoData,NoData
1472,140,2,15,7,12,1:33.553,NoData,NoData
1473,140,63,7,24,13,1:33.742,NoData,NoData
1474,140,56,19,16,14,1:33.915,NoData,NoData
1475,140,13,15,8,15,1:33.979,NoData,NoData
1476,140,44,16,12,16,1:34.192,NoData,NoData
1477,140,37,19,17,17,1:34.227,NoData,NoData
1478,140,66,7,25,18,1:35.191,NoData,NoData
1479,140,17,18,23,19,1:35.958,NoData,NoData
1480,140,62,18,22,20,1:36.267,NoData,NoData
1481,156,30,6,1,1,1:11.708,NoData,NoData
1482,156,23,3,5,2,1:11.986,NoData,NoData
1483,156,31,3,6,3,1:12.252,NoData,NoData
1484,156,57,1,3,4,1:12.309,NoData,NoData
1485,156,22,6,2,5,1:12.327,NoData,NoData
1486,156,2,15,16,6,1:12.434,NoData,NoData
1487,156,14,1,4,7,1:12.500,NoData,NoData
1488,156,15,17,11,8,1:12.605,NoData,NoData
1489,156,55,17,12,9,1:12.607,NoData,NoData
1490,156,18,22,8,10,1:12.805,NoData,NoData
1491,156,8,15,17,11,1:12.881,NoData,NoData
1492,156,21,22,7,12,1:12.942,NoData,NoData
1493,156,44,16,9,13,1:13.122,NoData,NoData
1494,156,56,19,18,14,1:13.189,NoData,NoData
1495,156,49,20,22,15,1:13.281,NoData,NoData
1496,156,37,19,19,16,1:13.679,NoData,NoData
1497,156,4,18,21,17,1:13.991,NoData,NoData
1498,156,35,16,10,18,1:14.012,NoData,NoData
1499,156,59,21,15,19,1:14.129,NoData,NoData
1500,156,50,21,14,20,1:14.138,NoData,NoData
1501,156,61,20,23,21,1:14.185,NoData,NoData
1502,156,62,18,20,22,1:15.247,NoData,NoData
1503,158,57,1,1,1,1:30.556,NoData,NoData
1504,158,14,1,2,2,1:30.910,NoData,NoData
1505,158,30,6,3,3,1:31.075,NoData,NoData
1506,158,22,6,4,4,1:31.102,NoData,NoData
1507,158,49,17,5,5,1:31.359,NoData,NoData
1508,158,15,17,6,6,1:31.504,NoData,NoData
1509,158,56,19,7,7,1:31.514,NoData,NoData
1510,158,35,16,22,8,1:31.968,NoData,NoData
1511,158,21,22,11,9,1:31.992,NoData,NoData
1512,158,63,15,17,10,1:32.018,NoData,NoData
1513,158,23,3,9,11,1:32.220,NoData,NoData
1514,158,37,21,18,12,1:32.323,NoData,NoData
1515,158,50,21,19,13,1:32.477,NoData,NoData
1516,158,25,22,12,14,1:32.775,NoData,NoData
1517,158,2,20,15,15,1:33.024,NoData,NoData
1518,158,41,16,23,16,1:33.117,NoData,NoData
1519,158,55,20,14,17,1:33.197,NoData,NoData
1520,158,48,18,20,18,1:33.261,NoData,NoData
1521,158,64,15,16,19,1:33.378,NoData,NoData
1522,158,65,19,8,20,1:33.638,NoData,NoData
1523,158,18,3,10,21,1:33.828,NoData,NoData
1524,158,60,18,21,22,1:34.705,NoData,NoData
1525,160,57,1,1,1,1:24.714,NoData,NoData
1526,160,30,6,3,2,1:24.805,NoData,NoData
1527,160,14,1,2,3,1:25.014,NoData,NoData
1528,160,22,6,4,4,1:25.871,NoData,NoData
1529,160,23,3,9,5,1:25.871,NoData,NoData
1530,160,49,17,5,6,1:25.892,NoData,NoData
1531,160,56,19,7,7,1:25.929,NoData,NoData
1532,160,15,17,6,8,1:26.002,NoData,NoData
1533,160,35,16,22,9,1:26.124,NoData,NoData
1534,160,64,15,16,10,1:26.238,NoData,NoData
1535,160,25,22,12,11,1:26.281,NoData,NoData
1536,160,63,15,17,12,1:26.336,NoData,NoData
1537,160,37,21,18,13,1:26.349,NoData,NoData
1538,160,41,16,23,14,1:26.814,NoData,NoData
1539,160,55,20,14,15,1:26.824,NoData,NoData
1540,160,50,21,19,16,1:26.845,NoData,NoData
1541,160,65,19,8,17,1:27.051,NoData,NoData
1542,160,18,3,10,18,1:27.135,NoData,NoData
1543,160,21,22,11,19,1:27.253,NoData,NoData
1544,160,60,18,21,20,1:28.161,NoData,NoData
1545,160,48,18,20,21,1:28.333,NoData,NoData
1546,160,2,20,15,22,1:28.361,NoData,NoData
1547,161,22,6,4,1,1:25.703,NoData,NoData
1548,161,49,17,5,2,1:25.706,NoData,NoData
1549,161,57,1,1,3,1:25.741,NoData,NoData
1550,161,14,1,2,4,1:26.088,NoData,NoData
1551,161,30,6,3,5,1:26.161,NoData,NoData
1552,161,18,3,10,6,1:26.733,NoData,NoData
1553,161,23,3,9,7,1:26.786,NoData,NoData
1554,161,50,21,19,8,1:26.793,NoData,NoData
1555,161,56,19,7,9,1:26.818,NoData,NoData
1556,161,35,16,22,10,1:27.025,NoData,NoData
1557,161,15,17,6,11,1:27.164,NoData,NoData
1558,161,21,22,11,12,1:27.253,NoData,NoData
1559,161,64,15,16,13,1:27.301,NoData,NoData
1560,161,65,19,8,14,1:27.461,NoData,NoData
1561,161,55,20,14,15,1:27.559,NoData,NoData
1562,161,41,16,23,16,1:27.772,NoData,NoData
1563,161,2,20,15,17,1:27.806,NoData,NoData
1564,161,63,15,17,18,1:28.110,NoData,NoData
1565,161,37,21,18,19,1:28.135,NoData,NoData
1566,161,25,22,12,20,1:28.205,NoData,NoData
1567,161,48,18,20,21,1:28.253,NoData,NoData
1568,161,60,18,21,22,1:29.174,NoData,NoData
1569,173,30,6,3,1,1:35.825,NoData,NoData
1570,173,57,1,1,2,1:35.834,NoData,NoData
1571,173,14,1,2,3,1:36.236,NoData,NoData
1572,173,22,6,4,4,1:36.330,NoData,NoData
1573,173,18,3,10,5,1:36.628,NoData,NoData
1574,173,23,3,9,6,1:36.788,NoData,NoData
1575,173,56,19,7,7,1:36.899,NoData,NoData
1576,173,49,17,5,8,1:37.243,NoData,NoData
1577,173,35,16,22,9,1:37.267,NoData,NoData
1578,173,65,19,8,10,1:37.329,NoData,NoData
1579,173,25,22,12,11,1:37.348,NoData,NoData
1580,173,21,22,11,12,1:37.479,NoData,NoData
1581,173,37,21,18,13,1:37.652,NoData,NoData
1582,173,50,21,19,14,1:37.674,NoData,NoData
1583,173,15,17,6,15,1:37.679,NoData,NoData
1584,173,2,20,15,16,1:38.141,NoData,NoData
1585,173,55,20,14,17,1:38.209,NoData,NoData
1586,173,41,16,23,18,1:38.269,NoData,NoData
1587,173,63,15,17,19,1:38.490,NoData,NoData
1588,173,64,15,16,20,1:38.576,NoData,NoData
1589,173,48,18,20,21,1:39.972,NoData,NoData
1590,173,60,18,21,22,1:40.462,NoData,NoData
1591,175,57,1,1,1,1:30.462,NoData,NoData
1592,175,14,1,2,2,1:30.946,NoData,NoData
1593,175,30,6,3,3,1:31.781,NoData,NoData
1594,175,22,24,16,4,1:32.148,NoData,NoData
1595,175,49,17,8,5,1:32.276,NoData,NoData
1596,175,56,6,4,6,1:32.289,NoData,NoData
1597,175,21,22,9,7,1:32.540,NoData,NoData
1598,175,23,3,6,8,1:32.691,NoData,NoData
